"symbol","name","industry","ret1y","sharpe","sortino","volatility","maxDD","beta","alpha","infoRatio","sortinoStatus","observationCount","benchmark","riskFreeRate","generatedAt","requestedStart","requestedEnd","windowCode","cacheKey"
"360.AX","LIFE360 INC","Information Technology","-0.4952872738330182","-0.6011177682438007","-0.9111087324189739","0.7234559397257867","-0.6769480466981159","1.8623786494992765","-0.2861111296274071","-0.45914485244306147","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"A","Agilent Technologies","Health Care","0.24578431160371927","0.8943251383372555","1.2400161974571888","0.3283434357838267","-0.29747440866262986","-0.2189281840129223","0.3141433103112317","0.9340299960142908","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"A2M.AX","A2 MILK CO LTD/THE","Consumer Staples","-0.13165878964905686","-0.30901980549728325","-0.39511741356905605","0.3821699792811825","-0.47447956528779167","0.8299460005613627","-0.17613102659270427","-0.47085709409755944","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AAI.AX","ALCOA CORP","Materials","0.6014649689650913","1.3501702411110446","1.6503629722277127","0.49533687705331747","-0.47454001581863803","1.5965662827774783","0.7130649539012934","1.5179496490823838","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AAPL","Apple Inc.","Information Technology","0.3496497030430368","1.2068385461348334","1.6920628920016383","0.25059505770877233","-0.13798523953754416","0.010347329234485912","0.3239293947613779","1.2628262885887327","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ABBV","AbbVie","Health Care","0.2946915347565602","0.8548563145915239","1.4928640959689066","0.26302902866239464","-0.17315232572100103","-0.21466211235795085","0.18209656987014428","0.7078343848036599","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ABNB","Airbnb","Consumer Discretionary","0.4543650793650793","1.2424746104762412","1.94553291609914","0.3438326716948603","-0.172128271428864","0.10649295065754985","0.4446935765300035","1.269355522904239","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ABT","Abbott Laboratories","Health Care","-0.12164219421367872","-0.4216668846642791","-0.7396752665722615","0.26518359015238135","-0.38610676665387234","-0.28040835228065125","-0.14295424442500393","-0.35822672409189316","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ACGL","Arch Capital Group","Financials","0.07698179013648176","0.23345315571200442","0.3480448809699936","0.21076191342490236","-0.14081192525647457","-0.18437417524634994","0.0380397462239014","0.25541571010062636","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ACN","Accenture","Information Technology","-0.3102490443083894","-0.4855419630184312","-0.9591238197765128","0.43532141458448315","-0.5650679297666877","-0.23254102727268483","-0.17770018980507093","-0.3158409884321756","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ADBE","Adobe Inc.","Information Technology","-0.2711408593796689","-0.5253589714718022","-0.9891176597940133","0.3917582838417206","-0.47365697447431176","-0.11697681910858798","-0.17191497871513606","-0.344969886561722","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ADI","Analog Devices","Information Technology","0.6563347050662407","1.1843152402584254","2.259300019159469","0.3584310370235426","-0.20676576635885802","0.28339655798150526","0.45775405525555","1.2896353846127842","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ADM","Archer Daniels Midland","Consumer Staples","0.418398783211793","1.1735640679196193","1.9491719667269474","0.269938289426317","-0.12786160111433642","-0.10700128135749003","0.3314515118355528","1.1607757169747497","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ADP","Automatic Data Processing","Industrials","-0.09461569887491139","-0.07371946393989612","-0.5800666618359661","0.27076222318152604","-0.3768391661198509","-0.17424765529760944","-0.023055142557125687","0.016307858337860703","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ADSK","Autodesk","Information Technology","-0.1467639274702104","-0.12593505626987922","-0.5250350800660032","0.3619435099142925","-0.4255638290272318","-0.08662815421649465","-0.032278823709513876","-0.016033986440003967","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AEE","Ameren","Utilities","0.1073512421033429","0.5376040363762247","0.6080806309865072","0.17035062831225048","-0.09567274952688665","0.025045997261398317","0.0824587851075518","0.5018183853836804","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AEP","American Electric Power","Utilities","0.15630789936563105","0.702339045157637","0.9707167614504025","0.18827384313494275","-0.10754035996408629","-0.09163512999948101","0.1177426552470219","0.6167163319840188","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AES","AES Corporation","Utilities","0.16344134828432777","0.5698959512360952","0.7286276718373448","0.33785924222447555","-0.18981492737144623","-0.04561103335678175","0.13161048412373","0.4241387221809352","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AFL","Aflac","Financials","0.16312846474124032","0.8471351154576497","1.0915176252865821","0.16701021193338716","-0.09113607195232842","-0.02797984530565692","0.1591933265302682","0.8701384519568741","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AGL.AX","AGL ENERGY LTD","Utilities","0.09638256546931112","0.30411845078480815","0.5089431873772825","0.24486111370355876","-0.21473928786480756","0.21118044600389818","0.059302976190906895","0.33285134461830695","ok","250","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AIA.AX","AUCKLAND INTERNATIONAL AIRPORT","Industrials","0.05463784010398531","0.21911852525485442","0.19254190962772608","0.16315597654128008","-0.13775412502590811","0.5524623551745335","0.05616555411901006","0.4534575367707479","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AIG","American International Group","Financials","-0.04124550433727492","-0.4761381132736904","-0.3212300650360848","0.24279546535475313","-0.1697655686950048","0.06698426140754843","-0.13209645002644288","-0.4043807306683168","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AIZ","Assurant","Financials","0.3302154538682285","1.1313649564100392","1.7370551021062752","0.22256547289577389","-0.1257212951904555","-0.27080502210153634","0.26865006888909115","1.0874335057677116","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AJG","Arthur J. Gallagher & Co.","Financials","-0.16553898068384032","-0.5104427537935289","-0.803814071507829","0.30025287665758604","-0.37806472959642246","-0.17615058998485492","-0.13301867658136646","-0.31363850014950534","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AKAM","Akamai Technologies","Information Technology","0.5060792282072757","1.1667291014942553","1.4950142491582774","0.5829452093906863","-0.33343673781216765","-0.5316444381663928","0.8063411220706476","1.3748360081467776","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALB","Albemarle Corporation","Materials","0.6698545572711045","1.1010472923904193","1.6492262272420095","0.5881538173332571","-0.47384811462194953","0.022167600369618047","0.7320641621090137","1.2433324412010383","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALD.AX","AMPOL LTD","Energy","0.4221386438064021","1.2694188569399607","1.934202275796162","0.2685383324692203","-0.1539633745252984","-0.17950428676857108","0.3264600865688644","1.2063197405836572","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALGN","Align Technology","Health Care","0.1679070645633447","0.7364582147413552","0.7300933454343175","0.39953338849803355","-0.21441948267210753","-0.09219651965836743","0.2933848199409219","0.753215224209428","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALL","Allstate","Financials","0.26630994850922995","0.9050467077337274","1.293186913497024","0.24936763536461226","-0.1148381206513982","-0.27409035232455176","0.21408347527457872","0.8247743745567884","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALL.AX","ARISTOCRAT LEISURE LTD","Consumer Discretionary","-0.08995219423637246","-0.35431638100703106","-0.48832363627765907","0.2871267760201924","-0.38106715111821854","0.7522599415407434","-0.05822363308569606","-0.17909415443032187","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALLE","Allegion","Industrials","-0.051593213850556596","0.28095166728022863","-0.30752504935013025","0.2747768459978315","-0.29840559257011456","0.20013780565346642","0.09831741857198308","0.42028936524333466","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALQ.AX","ALS LTD","Industrials","0.2098328474534632","0.5700258932263087","0.9216613186242961","0.2914653320138109","-0.2596006294468226","1.567780008289741","0.24085634753643992","0.9533166943586475","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ALX.AX","ATLAS ARTERIA LTD","Industrials","0.014712591026020405","-0.0043404741024684005","-0.08271549932298447","0.20216663723036918","-0.161644789293098","0.39176701762866184","0.007129266619093071","0.13808851386011234","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMAT","Applied Materials","Information Technology","2.1938293491557093","2.1734551373599666","3.49416309345738","0.590767122457933","-0.3963346995753372","0.11576446649101399","1.2176361746628948","2.0423891910351486","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMC.AX","AMCOR PLC","Materials","0.04602503291599391","0.00381865865299932","0.19531253985620467","0.2531801368503623","-0.27142655675565996","0.7774323615241997","0.03964509761760078","0.20250331364207827","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMCR","Amcor","Materials","0.1075217712500749","0.5040245367865391","0.5273010083455361","0.3092931705182003","-0.26509504234854664","0.5873038583989628","0.13972784002459113","0.48172507038752255","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMD","Advanced Micro Devices","Information Technology","1.9083758977651075","1.6025338301296883","3.060900588744444","0.716955545256214","-0.2776075108828485","0.05897882598989943","1.233132044543349","1.7022316352771394","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AME","Ametek","Industrials","0.3583351670154118","1.0298028390414646","2.093812083912233","0.22902010249775667","-0.13567127486286246","0.14939516572631797","0.2544071305592709","1.0781302518443625","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMGN","Amgen","Health Care","0.4821960868234323","1.4523537428358064","2.491468365351638","0.2728958312760626","-0.1656790953158842","-0.02384231600917089","0.4339719008525258","1.4994650136566274","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMP","Ameriprise Financial","Financials","0.12508016087453","0.39867523868013693","0.5817234051586434","0.2542552800278014","-0.2086672576317995","0.013872439069045785","0.1261694082319806","0.5270001482985617","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMP.AX","AMP LTD","Financials","0.3635164081770197","0.8076725845004695","1.110715361920464","0.4310228016388311","-0.38332663687269797","0.7215419265970383","0.35572765626068475","0.8580997798151551","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMT","American Tower","Real Estate","-0.13386375506065884","-0.3701257122333026","-0.8043898081895039","0.26172270021452987","-0.20534146997497849","0.07226772184430445","-0.10695576370921225","-0.2939217455706356","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AMZN","Amazon","Consumer Discretionary","0.13788877004359867","0.63550985195909","0.6840361372609414","0.3445193965472944","-0.2173622311569574","0.15957033714162566","0.20362893479596228","0.6165083943629545","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ANET","Arista Networks","Information Technology","0.4548877425197113","0.6386035434643085","1.282200748769021","0.5428670533757461","-0.28328088546368435","0.2497111345255044","0.2599608753744887","0.5051622398163546","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ANN.AX","ANSELL LTD","Healthcare","0.15095605812849255","0.3845308140314163","0.7828694794090331","0.24943871485337749","-0.3241723572205376","0.9197814812105879","0.11571787810656915","0.5322457182031639","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ANZ.AX","ANZ GROUP HOLDINGS LTD","Financials","0.2020526048444824","0.602876641419675","1.1446426313670985","0.2166762208894919","-0.15356227846624892","0.8627886297150712","0.1683071142669339","0.9064976236390078","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AON","Aon plc","Financials","-0.07501528826868531","-0.3048711318199147","-0.4890814041496453","0.25233717709392783","-0.17637098347343083","-0.2199298312385817","-0.05460127176046335","-0.0856217999642282","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AOS","A. O. Smith","Industrials","-0.14560681197450864","-0.5079476103671642","-0.8890612381054809","0.2644469440334169","-0.3028814696298979","0.3381086451202826","-0.1310319116986567","-0.416862113758562","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AOV.AX","AMOTIV LTD","Consumer Discretionary","-0.22762242845978597","-0.8173845361041199","-1.1125877003007074","0.2898871825914505","-0.3770872329693651","0.8378098859045148","-0.2289061532423402","-0.8204197898535114","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APA","APA Corporation","Energy","1.16613503465978","1.8443032279454645","2.8279575972936715","0.4660252083740525","-0.27723993726310425","-0.3766675434917673","0.8410487900928268","1.742042642056021","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APA.AX","APA GROUP","Utilities","0.2530373595387412","1.2071530743524441","1.838194492349783","0.15176088441379776","-0.06837308026664168","0.05576220505065296","0.18367677531173157","1.136824935214072","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APD","Air Products","Materials","0.07267267468265648","0.42660942249534023","0.35847549959283037","0.26818529603827146","-0.22390707805542998","-0.07920451611946942","0.11193785324296177","0.4554245730639819","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APE.AX","EAGERS AUTOMOTIVE LTD","Consumer Discretionary","0.08957476156231214","0.18792719554227585","0.5079639697380999","0.44480810254727254","-0.41200153583320354","1.4156791037364862","0.13760965163963762","0.29549413096358307","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APH","Amphenol","Information Technology","0.4607899799583801","0.7741156972425948","1.3820627761663717","0.4496540208516626","-0.28189176907218316","0.21742481958774734","0.22370272161606797","0.5383784461796999","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APO","Apollo Global Management","Financials","-0.01158002624069776","0.045746260498060985","0.04890196494981596","0.36946949306419197","-0.34047342299306926","-0.20857196264337166","0.045021585881292674","0.18403089566128708","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APP","AppLovin","Communication Services","-0.25530779151627614","-0.19042877850081358","-0.09458062025724902","0.7459213253146358","-0.585932361130455","0.02263798577330918","-0.12436406935194831","-0.1316579355701974","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"APTV","Aptiv","Consumer Discretionary","-0.3617021425833046","-0.9170398077645641","-1.2079030287405998","0.4292057462905556","-0.47783917679975674","-0.29414455337243317","-0.35726233236262617","-0.7013837722995372","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ARB.AX","ARB CORP LTD","Consumer Discretionary","-0.4881750926664665","-1.6835635695745717","-2.256263495961236","0.3697132677150445","-0.5725243057702567","1.1664312035657165","-0.60508095860345","-1.7802438760760937","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ARE","Alexandria Real Estate Equities","Real Estate","-0.3786579980167407","-0.8352371125518944","-1.1194975536056055","0.4563920529054075","-0.516107600712767","-0.25174812464363444","-0.4170907384984537","-0.8003370574482412","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ARES","Ares Management","Financials","-0.1943552555135465","-0.32010899909514956","-0.5015000643216652","0.4425555360551169","-0.4708733597708765","0.11675612415139906","-0.13011745757338264","-0.2360866700769571","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ARF.AX","ARENA REIT","Real Estate","-0.37267291328246077","-1.5146240087726992","-1.5678484476468624","0.3147355456285425","-0.4196242164741818","0.5009604812616556","-0.4672110618855588","-1.4175738753351064","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ASB.AX","AUSTAL LTD","Industrials","-0.36295179154689783","-0.3776208907229246","-0.5995996672409943","0.6539607260028544","-0.6130136967659773","1.7748353899964942","-0.1598217435278047","-0.29816595690965303","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ASX.AX","ASX LTD","Financials","-0.05786024399829648","-0.15572304059586964","-0.2666972118015802","0.2952124572845015","-0.2783882670387683","0.5103041558341453","-0.03001251515814176","-0.04159040830103826","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"ATO","Atmos Energy","Utilities","0.05131660327775811","0.297672437830714","0.16900438348649288","0.15466881416008024","-0.12582367438818343","0.046305027389581546","0.03847589481910407","0.31339545429927607","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AUB.AX","AUB GROUP LTD","Financials","-0.07336857317020273","-0.25601079777111896","-0.20626288723166714","0.3595333317837668","-0.41843083921882107","0.6787756758684569","-0.07270248297183071","-0.17246251459711426","ok","249","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AVB","AvalonBay Communities","Real Estate","-0.00041640491163885685","0.07068399437338165","-0.16042911765465326","0.20297503583535098","-0.16767323325458827","-0.04919053397826691","0.03193267079527745","0.23628968788240243","ok","242","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AVGO","Broadcom","Information Technology","0.2979698373451527","0.7296462526902465","1.031146581810899","0.4806436153670083","-0.28665993697753134","0.2555201299960325","0.2804409735361032","0.6096389685064003","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
"AVY","Avery Dennison","Materials","0.03674181642346608","0.3756920822257972","0.1587451555667744","0.25198716061064247","-0.21623889103611493","0.20224589334330334","0.09108098793268934","0.4080059827354","ok","243","^AXJO","0.0435","2026-08-19T00:20:53.734601+00:00","2025-08-19","2026-08-19","1Y","[""top-picks-snapshot"",""1Y"",""^AXJO"",0.0435,1000,""2025-08-19"",""2026-08-19""]"
